"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"WAITKNEW","Knee replacement","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2016","2016",158,"D","Difference in methodology"
"WAITKNEW","Knee replacement","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2017","2017",160,"D","Difference in methodology"
"WAITKNEW","Knee replacement","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2018","2018",168,"D","Difference in methodology"
"WAITKNEW","Knee replacement","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2019","2019",179,"D","Difference in methodology"
"WAITKNEW","Knee replacement","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2020","2020",205,"D","Difference in methodology"
"WAITKNEW","Knee replacement","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2013","2013",75.9,,
"WAITKNEW","Knee replacement","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2014","2014",75.6,,
"WAITKNEW","Knee replacement","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2015","2015",67.5,,
"WAITKNEW","Knee replacement","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2016","2016",62.2,,
"WAITKNEW","Knee replacement","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2017","2017",60.3,,
"WAITKNEW","Knee replacement","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2018","2018",62.4,,
"WAITKNEW","Knee replacement","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2019","2019",65.3,,
"WAITKNEW","Knee replacement","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2020","2020",79.7,"B","Break"
"WAITKNEW","Knee replacement","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2021","2021",78.8,"B","Break"
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","SWE","Sweden","2017","2017",71,,
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","SWE","Sweden","2019","2019",94,,
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","SWE","Sweden","2020","2020",94,,
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","SWE","Sweden","2021","2021",89.5,,
"WAITPROW","Prostatectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2013","2013",2.4,,
"WAITPROW","Prostatectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2014","2014",0.7,,
"WAITPROW","Prostatectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2015","2015",1.1,,
"WAITPROW","Prostatectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2016","2016",3.1,,
"WAITPROW","Prostatectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2017","2017",1.3,,
"WAITPROW","Prostatectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2018","2018",0.7,,
"WAITPROW","Prostatectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2019","2019",2,,
"WAITPROW","Prostatectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2020","2020",18.2,"B","Break"
"WAITPROW","Prostatectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2021","2021",36.1,"B","Break"
"WAITCOBW","Coronary bypass","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","SWE","Sweden","2017","2017",7,,
"WAITCOBW","Coronary bypass","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","SWE","Sweden","2019","2019",7,,
"WAITCOBW","Coronary bypass","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","SWE","Sweden","2020","2020",9,,
"WAITCOBW","Coronary bypass","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","SWE","Sweden","2021","2021",8,,
"WAITCOBW","Coronary bypass","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2013","2013",23.1,,
"WAITCOBW","Coronary bypass","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2014","2014",22.8,,
"WAITCOBW","Coronary bypass","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2015","2015",22.3,,
"WAITCOBW","Coronary bypass","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2016","2016",23.3,,
"WAITCOBW","Coronary bypass","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2017","2017",27,,
"WAITCOBW","Coronary bypass","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2018","2018",22,,
"WAITCOBW","Coronary bypass","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2019","2019",23,,
"WAITCOBW","Coronary bypass","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2020","2020",25,,
"WAITCOBW","Coronary bypass","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2021","2021",24,"P","Provisional value"
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SVN","Slovenia","2011","2011",512,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SVN","Slovenia","2012","2012",503.5,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SVN","Slovenia","2013","2013",481.4,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SVN","Slovenia","2014","2014",406.9,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SVN","Slovenia","2015","2015",372.5,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SVN","Slovenia","2016","2016",369.1,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SVN","Slovenia","2017","2017",344.7,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SVN","Slovenia","2018","2018",341.5,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SVN","Slovenia","2019","2019",498.4,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SVN","Slovenia","2020","2020",583.7,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SVN","Slovenia","2021","2021",676.7,,
"WAITKNEW","Knee replacement","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","ISR","Israel","2014","2014",45,,
"WAITKNEW","Knee replacement","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","ISR","Israel","2015","2015",48,"B","Break"
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","PRT","Portugal","2010","2010",41.9,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","PRT","Portugal","2011","2011",39.1,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","PRT","Portugal","2012","2012",33.7,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","PRT","Portugal","2013","2013",30.5,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","PRT","Portugal","2014","2014",41.5,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","PRT","Portugal","2015","2015",42.5,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","PRT","Portugal","2016","2016",41.8,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","PRT","Portugal","2017","2017",42.7,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","PRT","Portugal","2018","2018",49.7,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","PRT","Portugal","2019","2019",46.5,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","PRT","Portugal","2020","2020",55.6,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","PRT","Portugal","2021","2021",53.2,"P","Provisional value"
"WAITKNEW","Knee replacement","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","HUN","Hungary","2013","2013",55,,
"WAITKNEW","Knee replacement","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","HUN","Hungary","2014","2014",57,,
"WAITKNEW","Knee replacement","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","HUN","Hungary","2015","2015",58,,
"WAITKNEW","Knee replacement","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","HUN","Hungary","2016","2016",56.8,,
"WAITKNEW","Knee replacement","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","HUN","Hungary","2017","2017",51.2,,
"WAITKNEW","Knee replacement","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","HUN","Hungary","2018","2018",48.6,,
"WAITKNEW","Knee replacement","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","HUN","Hungary","2019","2019",50.2,,
"WAITKNEW","Knee replacement","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","HUN","Hungary","2020","2020",48.1,"B","Break"
"WAITKNEW","Knee replacement","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","HUN","Hungary","2021","2021",52.5,"B","Break"
"WAITPROW","Prostatectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","ISR","Israel","2014","2014",12,,
"WAITPROW","Prostatectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","ISR","Israel","2015","2015",16,"B","Break"
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2010","2010",34,,
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2011","2011",31.9,,
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2012","2012",33.3,,
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2013","2013",31.7,,
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2014","2014",30.1,,
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2015","2015",37.2,,
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2016","2016",35.7,"B","Break"
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2017","2017",43.4,,
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2018","2018",58.8,"E","Estimated value"
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2019","2019",52.4,"B","Break"
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2020","2020",57.9,,
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2021","2021",53.6,"B","Break"
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","NOR","Norway","2012","2012",134,"D","Difference in methodology"
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","NOR","Norway","2013","2013",135,"D","Difference in methodology"
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","NOR","Norway","2014","2014",132,"D","Difference in methodology"
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","NOR","Norway","2015","2015",125,"D","Difference in methodology"
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","NOR","Norway","2016","2016",110,"D","Difference in methodology"
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","NOR","Norway","2017","2017",114,"D","Difference in methodology"
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","NOR","Norway","2018","2018",123,"D","Difference in methodology"
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","NOR","Norway","2019","2019",130,"D","Difference in methodology"
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","NOR","Norway","2020","2020",147,"D","Difference in methodology"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ITA","Italy","2013","2013",9,"D","Difference in methodology"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ITA","Italy","2014","2014",9,"D","Difference in methodology"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ITA","Italy","2015","2015",10,"D","Difference in methodology"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ITA","Italy","2016","2016",11,"D","Difference in methodology"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ITA","Italy","2017","2017",11,"D","Difference in methodology"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ITA","Italy","2018","2018",12,"D","Difference in methodology"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ITA","Italy","2019","2019",13,"D","Difference in methodology"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ITA","Italy","2020","2020",11,"D","Difference in methodology"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ITA","Italy","2021","2021",11,"D; P","Difference in methodology; Provisional value"
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","NOR","Norway","2014","2014",61.1,"D","Difference in methodology"
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","NOR","Norway","2015","2015",61.5,"D","Difference in methodology"
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","NOR","Norway","2016","2016",65.6,"D","Difference in methodology"
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","NOR","Norway","2017","2017",61.1,"D","Difference in methodology"
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","NOR","Norway","2018","2018",65.3,"D","Difference in methodology"
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","NOR","Norway","2019","2019",70.6,"D","Difference in methodology"
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","NOR","Norway","2020","2020",74.4,"D","Difference in methodology"
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","SVN","Slovenia","2011","2011",340,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","SVN","Slovenia","2012","2012",341,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","SVN","Slovenia","2013","2013",343,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","SVN","Slovenia","2014","2014",292,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","SVN","Slovenia","2015","2015",285,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","SVN","Slovenia","2016","2016",273,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","SVN","Slovenia","2017","2017",280,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","SVN","Slovenia","2018","2018",289,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","SVN","Slovenia","2019","2019",354,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","SVN","Slovenia","2020","2020",417,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","SVN","Slovenia","2021","2021",510,,
"WAITCATW","Cataract surgery","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SWE","Sweden","2017","2017",51,,
"WAITCATW","Cataract surgery","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SWE","Sweden","2018","2018",60,"D","Difference in methodology"
"WAITCATW","Cataract surgery","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SWE","Sweden","2019","2019",73,"D","Difference in methodology"
"WAITCATW","Cataract surgery","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SWE","Sweden","2020","2020",100,,
"WAITCATW","Cataract surgery","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SWE","Sweden","2021","2021",68.8,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","ISR","Israel","2014","2014",38,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","ISR","Israel","2015","2015",46,"B","Break"
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2010","2010",34.6,"D","Difference in methodology"
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2011","2011",32.5,"D","Difference in methodology"
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2012","2012",31.2,"D","Difference in methodology"
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2013","2013",30.3,"D","Difference in methodology"
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2014","2014",27.6,"D","Difference in methodology"
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2015","2015",28.9,"D","Difference in methodology"
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2016","2016",35.9,"B; D","Break; Difference in methodology"
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2017","2017",38.6,"D","Difference in methodology"
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2018","2018",45.4,"E; D","Estimated value; Difference in methodology"
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2019","2019",39.3,"B; D","Break; Difference in methodology"
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2020","2020",37.6,"D","Difference in methodology"
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2021","2021",79.5,"E; B; D","Estimated value; Break; Difference in methodology"
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMEQT","Waiting times of patients on the list: Mean (days)","HUN","Hungary","2013","2013",310.1,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMEQT","Waiting times of patients on the list: Mean (days)","HUN","Hungary","2014","2014",286,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMEQT","Waiting times of patients on the list: Mean (days)","HUN","Hungary","2015","2015",229.7,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMEQT","Waiting times of patients on the list: Mean (days)","HUN","Hungary","2016","2016",198.7,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMEQT","Waiting times of patients on the list: Mean (days)","HUN","Hungary","2017","2017",187,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMEQT","Waiting times of patients on the list: Mean (days)","HUN","Hungary","2018","2018",191.2,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMEQT","Waiting times of patients on the list: Mean (days)","HUN","Hungary","2019","2019",173.8,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMEQT","Waiting times of patients on the list: Mean (days)","HUN","Hungary","2020","2020",248.5,"B","Break"
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMEQT","Waiting times of patients on the list: Mean (days)","HUN","Hungary","2021","2021",297.4,"B","Break"
"WAITHYSW","Hysterectomy","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ISR","Israel","2014","2014",30,,
"WAITHYSW","Hysterectomy","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ISR","Israel","2015","2015",31,"B","Break"
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","PRT","Portugal","2010","2010",114,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","PRT","Portugal","2011","2011",137.1,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","PRT","Portugal","2012","2012",118,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","PRT","Portugal","2013","2013",116,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","PRT","Portugal","2014","2014",125,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","PRT","Portugal","2015","2015",108,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","PRT","Portugal","2016","2016",119,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","PRT","Portugal","2017","2017",145,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","PRT","Portugal","2018","2018",137,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","PRT","Portugal","2019","2019",137,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","PRT","Portugal","2020","2020",242,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","PRT","Portugal","2021","2021",182,"P","Provisional value"
"WAITKNEW","Knee replacement","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2010","2010",53.6,"D","Difference in methodology"
"WAITKNEW","Knee replacement","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2011","2011",42.7,"D","Difference in methodology"
"WAITKNEW","Knee replacement","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2012","2012",42.1,"D","Difference in methodology"
"WAITKNEW","Knee replacement","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2013","2013",39.1,"D","Difference in methodology"
"WAITKNEW","Knee replacement","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2014","2014",39.6,"D","Difference in methodology"
"WAITKNEW","Knee replacement","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2015","2015",42,"D","Difference in methodology"
"WAITKNEW","Knee replacement","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2016","2016",47.6,"B; D","Break; Difference in methodology"
"WAITKNEW","Knee replacement","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2017","2017",53.2,"D","Difference in methodology"
"WAITKNEW","Knee replacement","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2018","2018",56.8,"E; D","Estimated value; Difference in methodology"
"WAITKNEW","Knee replacement","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2019","2019",63.1,"B; D","Break; Difference in methodology"
"WAITKNEW","Knee replacement","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2020","2020",79.2,"D","Difference in methodology"
"WAITKNEW","Knee replacement","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2021","2021",92.3,"B; D","Break; Difference in methodology"
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","SVN","Slovenia","2019","2019",19.6,,
